"";"alb_ID";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_ID";"atr_scf";"atr_start";"atr_end";"gam_ID";"gam_chr";"gam_start";"gam_end"
"430";"AALB010724";"3R";18139920;18143584;1;"AATE015397";"KI421887";3189494;3193963;"AGAP010677";"3L";8331584;8336007
"431";"AALB003768";"3R";557393;559082;-1;"AATE001912";"KI421887";7724245;7726019;"AGAP028630";"3L";35426512;35429807
"432";"AALB007383";"3R";27466083;27468696;1;"AATE001270";"KI421882";2957108;2959740;"AGAP000397";"X";7243064;7245703
"433";"AALB009859";"3R";3789879;3790594;1;"AATE008061";"KI421902";1706155;1708595;"AGAP010928";"3L";13284211;13287713
"434";"AALB007419";"3R";27108310;27114224;1;"AATE002109";"KI421902";398283;418907;"AGAP011293";"3L";20590312;20612412
"435";"AALB001265";"3R";31241927;31245690;1;"AATE016965";"KI421909";201806;211265;"AGAP010891";"3L";12646986;12659726
"436";"AALB010657";"3R";17306618;17313782;-1;"AATE003712";"KI421893";2717459;2738137;"AGAP011988";"3L";35903035;35966106
"437";"AALB010439";"3R";13609986;13625195;1;"AATE014252";"KI421899";3752937;3760995;"AGAP010975";"3L";14401892;14405143
"438";"AALB010481";"3R";14286456;14292951;-1;"AATE015991";"KI421899";860776;862947;"AGAP012142";"3L";38043070;38044891
"439";"AALB007055";"3R";25996746;25998149;1;"AATE012714";"KI421893";839097;841352;"AGAP011160";"3L";18112740;18113828
"440";"AALB010838";"3R";20130445;20132498;-1;"AATE015548";"KI421887";9067791;9079406;"AGAP011810";"3L";33476681;33495613
"441";"AALB010274";"3R";10979518;10982206;-1;"AATE000653";"KI421899";4007698;4010681;"AGAP010702";"3L";8750479;8753304
"442";"AALB010771";"3R";19224974;19226181;-1;"AATE011433";"KI421899";1196296;1197579;"AGAP028410";"3L";17687750;17688959
"443";"AALB010766";"3R";19104460;19108447;-1;"AATE003067";"KI421899";1058284;1075318;"AGAP011128";"3L";17557346;17571851
"444";"AALB009776";"3R";2872687;2876903;-1;"AATE008964";"KI421901";2810756;2817884;"AGAP012038";"3L";36811310;36815716
"445";"AALB007430";"3R";27059403;27060902;1;"AATE004328";"KI421902";457393;463245;"AGAP011282";"3L";20541107;20560680
"446";"AALB010418";"3R";13351904;13352698;1;"AATE010129";"KI421899";3240287;3248340;"AGAP028419";"3L";40919476;40920326
"447";"AALB010402";"3R";12908167;12911967;-1;"AATE005361";"KI421901";3373619;3378425;"AGAP010596";"3L";6591865;6595810
"448";"AALB010188";"3R";9855628;9857771;1;"AATE017477";"KI421899";2545249;2548155;"AGAP012246";"3L";39294521;39296295
"449";"AALB003896";"3R";28494571;28495251;1;"AATE007113";"KI421909";826684;827475;"AGAP010397";"3L";2696620;2698349
"450";"AALB007472";"3R";32769544;32780091;1;"AATE018769";"KI421900";288973;291337;"AGAP004768";"2L";3288076;3322501
"451";"AALB010161";"3R";9519216;9525943;1;"AATE013126";"KI421902";1128888;1154261;"AGAP010740";"3L";9160379;9174725
"452";"AALB010659";"3R";17343116;17345238;1;"AATE008127";"KI421893";2759191;2760612;"AGAP011992";"3L";35942172;35943468
"453";"AALB015884";"3R";6103605;6105151;1;"AATE009557";"KI421887";7129371;7130405;"AGAP011402";"3L";23868111;23869678
"454";"AALB010228";"3R";10507502;10509401;1;"AATE003784";"KI421893";3260788;3262579;"AGAP010554";"3L";6306985;6307710
"455";"AALB015602";"3R";24914745;24916155;-1;"AATE014934";"KI421925";71011;73463;"AGAP010339";"3L";1689490;1690978
"456";"AALB010204";"3R";9997129;10016748;1;"AATE009983";"KI421893";3882068;3902054;"AGAP010519";"3L";5610334;5633490
"457";"AALB010505";"3R";14986706;14987571;-1;"AATE002708";"KI421899";4713553;4714453;"AGAP012315";"3L";40149969;40150790
"458";"AALB009856";"3R";3731070;3732163;1;"AATE002095";"KI421896";616589;618065;"AGAP000813";"X";14912127;14913229
"459";"AALB009967";"3R";5708236;5716834;-1;"AATE001018";"KI421899";2978117;2987606;"AGAP012219";"3L";38984661;38991364
"460";"AALB010177";"3R";9734895;9741964;1;"AATE013659";"KI421899";2382939;2389639;"AGAP012255";"3L";39420944;39426811
"461";"AALB007572";"3R";28730401;28743230;1;"AATE015000";"KI421910";899292;910686;"AGAP010417";"3L";2989771;3002312
"462";"AALB014987";"3R";16796122;16797030;1;"AATE008957";"KI421901";1961280;1968418;"AGAP010847";"3L";11945449;11945991
"463";"AALB009843";"3R";3592831;3597423;1;"AATE006016";"KI421902";1938358;1942171;"AGAP010493";"3L";5034580;5036065
"464";"AALB010701";"3R";17910998;17911513;-1;"AATE013810";"KI421887";3422539;3423320;"AGAP010783";"3L";10315581;10316048
"465";"AALB010232";"3R";10536884;10541034;-1;"AATE014156";"KI421893";3207610;3210233;"AGAP010575";"3L";6454103;6456001
"466";"AALB010243";"3R";10618252;10618838;1;"AATE005543";"KI421893";3129898;3130658;"AGAP010558";"3L";6372231;6373051
"467";"AALB009881";"3R";4145137;4148858;-1;"AATE011999";"KI421899";2086597;2093016;"AGAP010640";"3L";7898310;7902990
"468";"AALB009872";"3R";4019638;4022337;1;"AATE002776";"KI421899";2250714;2253011;"AGAP010623";"3L";7358633;7360547
"469";"AALB007578";"3R";28871332;28878257;1;"AATE002150";"KI421910";1112544;1115190;"AGAP010411";"3L";2867458;2870025
"470";"AALB010116";"3R";8343875;8348155;-1;"AATE014030";"KI421893";3098806;3104414;"AGAP012010";"3L";36236339;36250566
"471";"AALB007531";"3R";32190749;32193395;1;"AATE004662";"KI421963";132814;135230;"AGAP004683";"2L";485698;488369
"472";"AALB007483";"3R";32599290;32607674;-1;"AATE018048";"KI421930";130856;146542;"AGAP004717";"2L";2643650;2679635
"473";"AALB009944";"3R";5336482;5337858;1;"AATE010400";"KI421893";2652394;2653781;"AGAP011979";"3L";35814701;35816121
"474";"AALB015628";"3R";4014497;4016772;-1;"AATE009855";"KI421902";1389515;1392002;"AGAP010917";"3L";12933926;12935954
"475";"AALB007112";"3R";26811685;26818836;-1;"AATE014605";"KI421887";2574721;2586115;"AGAP011483";"3L";25278713;25286930
"476";"AALB010503";"3R";14975013;14976506;1;"AATE004959";"KI421899";4727182;4728645;"AGAP012317";"3L";40162985;40164361
"477";"AALB010130";"3R";8569462;8575876;-1;"AATE008040";"KI421887";9470276;9477110;"AGAP028542";"3L";36922649;36923519
"478";"AALB010631";"3R";16835024;16838294;1;"AATE016554";"KI421901";1905519;1912969;"AGAP010850";"3L";12001724;12009711
"479";"AALB004010";"3R";21867002;21875162;-1;"AATE004812";"KI421903";382585;383319;"AGAP011357";"3L";21831889;21844116
"480";"AALB003821";"3R";1180375;1209491;-1;"AATE015792";"KI421887";8322146;8329691;"AGAP011872";"3L";34565744;34575160
"481";"AALB007100";"3R";26603623;26604506;-1;"AATE000576";"KI421901";2590952;2592757;"AGAP011730";"3L";32617928;32619111
"482";"AALB001251";"3R";31538827;31539631;-1;"AATE012749";"KI421917";332823;333607;"AGAP010354";"3L";2060107;2060900
"483";"AALB001224";"3R";31839701;31842072;1;"AATE013729";"KI422027";15203;19676;"AGAP010381";"3L";2393423;2395773
"484";"AALB009985";"3R";5939515;5957929;-1;"AATE002325";"KI421901";3975707;3977817;"AGAP012263";"3L";39529742;39536944
"485";"AALB010465";"3R";14077785;14081429;-1;"AATE007793";"KI421893";5117949;5120383;"AGAP011116";"3L";17231246;17233523
"486";"AALB003807";"3R";928490;932329;-1;"AATE013365";"KI421887";9824590;9830962;"AGAP012407";"3L";41763690;41768421
"487";"AALB009770";"3R";2776056;2776729;-1;"AATE004166";"KI421901";2962627;2963376;"AGAP012030";"3L";36690523;36700661
"488";"AALB010339";"3R";12206237;12208283;1;"AATE004521";"KI421887";6797861;6803539;"AGAP011422";"3L";24427151;24430236
"489";"AALB009917";"3R";5032976;5035813;-1;"AATE002204";"KI421893";2257268;2259979;"AGAP011031";"3L";14730422;14733225
"490";"AALB010064";"3R";7328362;7330151;1;"AATE007310";"KI421893";6495131;6497108;"AGAP011716";"3L";32107241;32109031
"491";"AALB006961";"3R";24297916;24301257;1;"AATE010965";"KI421910";827180;830464;"AGAP010883";"3L";12413547;12416891
"492";"AALB015499";"3R";26320116;26414540;-1;"AATE001910";"KI421903";1723358;1735450;"AGAP010841";"3L";11852212;11861868
"493";"AALB007393";"3R";27351698;27354631;1;"AATE007408";"KI421902";104320;111055;"AGAP011318";"3L";20949658;20954515
"494";"AALB015512";"3R";24912239;24913005;-1;"AATE000902";"KI421925";66914;67837;"AGAP010337";"3L";1664219;1665110
"495";"AALB007546";"3R";32079042;32083272;-1;"AATE009687";"KI421965";52104;56790;"AGAP010392";"3L";2596885;2599728
"496";"AALB003851";"3R";1827744;1835615;-1;"AATE014951";"KI421887";5191555;5208710;"AGAP011609";"3L";29539280;29606776
"497";"AALB009886";"3R";4170808;4174820;1;"AATE005783";"KI421899";2053291;2057473;"AGAP011093";"3L";16484663;16487644
"498";"AALB004016";"3R";21740982;21741740;1;"AATE003083";"KI421903";236197;240634;"AGAP011353";"3L";21675766;21676733
"499";"AALB009786";"3R";2942890;2944632;1;"AATE017093";"KI421903";1900132;1903890;"AGAP011704";"3L";31688995;31689834
"500";"AALB009973";"3R";5765342;5785059;1;"AATE005761";"KI421899";3046605;3067245;"AGAP012343";"3L";40796278;40804246
"501";"AALB010333";"3R";12135035;12136591;1;"AATE010455";"KI421887";6724857;6726347;"AGAP011433";"3L";24588653;24590133
"502";"AALB009863";"3R";3853092;3858694;1;"AATE011032";"KI421902";1621732;1628234;"AGAP010924";"3L";13184021;13190430
"503";"AALB007014";"3R";25093972;25105670;1;"AATE014968";"KI421903";2322984;2328805;"AGAP010694";"3L";8638234;8655749
"504";"AALB007398";"3R";27303675;27306502;1;"AATE001831";"KI421902";174787;178086;"AGAP011313";"3L";20874877;20878760
"505";"AALB010246";"3R";10632622;10641998;1;"AATE004060";"KI421893";3106359;3115525;"AGAP012012";"3L";36293016;36298533
"506";"AALB007110";"3R";26781914;26798419;-1;"AATE019661";"KI421887";2541392;2562132;"AGAP011487";"3L";25312038;25333544
"507";"AALB004065";"3R";21151615;21154355;-1;"AATE004936";"KI421893";7728531;7731460;"AGAP011540";"3L";26946995;26950521
"508";"AALB007097";"3R";26593246;26593644;-1;"AATE004920";"KI421901";2602149;2603073;"AGAP011733";"3L";32631070;32631813
"509";"AALB003741";"3R";252047;258921;-1;"AATE001227";"KI421887";8112179;8121663;"AGAP011911";"3L";34863624;34880858
"510";"AALB001223";"3R";31839535;31847707;-1;"AATE004722";"KI422027";9782;17052;"AGAP010382";"3L";2396139;2402310
"511";"AALB004000";"3R";22088167;22090591;1;"AATE010712";"KI421909";318081;319152;"AGAP010483";"3L";4266593;4267681
"512";"AALB006958";"3R";24237188;24238740;1;"AATE003187";"KI421909";635366;636954;"AGAP010453";"3L";3870922;3872426
"513";"AALB010835";"3R";20051602;20061654;1;"AATE015247";"KI421887";9144595;9146551;"AGAP028638";"3L";40075766;40085692
"514";"AALB009907";"3R";4394012;4401246;-1;"AATE006389";"KI421901";2317475;2320254;"AGAP012176";"3L";38340284;38341416
"515";"AALB007410";"3R";27175773;27176699;-1;"AATE011892";"KI421902";308224;308694;"AGAP011301";"3L";20702575;20703549
"516";"AALB004014";"3R";21743460;21744720;-1;"AATE004329";"KI421903";242014;243259;"AGAP028143";"3L";21679322;21680445
"517";"AALB014957";"3R";10937562;10939524;-1;"AATE004462";"KI421899";3953459;3954073;"AGAP010705";"3L";8820288;8822984
"518";"AALB010782";"3R";19337473;19348212;-1;"AATE021029";"KI421899";1374575;1379234;"AGAP011138";"3L";17798459;17819055
"519";"AALB010203";"3R";9980184;9983847;-1;"AATE004486";"KI421893";3921442;3924498;"AGAP010518";"3L";5584080;5586959
"520";"AALB010149";"3R";8967857;8969626;1;"AATE009876";"KI421896";820217;823977;"AGAP000891";"X";16768557;16772936
"521";"AALB010650";"3R";17144682;17146602;1;"AATE001644";"KI421893";4315496;4318052;"AGAP028519";"3L";23476734;23479388
"522";"AALB004015";"3R";21742138;21743055;-1;"AATE021098";"KI421903";240717;241661;"AGAP011354";"3L";21676655;21677998
"523";"AALB010015";"3R";6244885;6246259;1;"AATE019769";"KI421887";9858716;9860418;"AGAP012101";"3L";37648959;37649948
"524";"AALB015472";"3R";10618998;10619640;-1;"AATE021688";"KI421893";3129092;3129887;"AGAP028499";"3L";6371605;6372132
"525";"AALB009784";"3R";2933490;2940139;1;"AATE003764";"KI421903";1884674;1887938;"AGAP010673";"3L";8213240;8242279
"526";"AALB001258";"3R";31358350;31366510;1;"AATE007217";"KI421909";234703;257285;"AGAP010893";"3L";12684224;12705407
"527";"AALB010242";"3R";10616281;10617610;-1;"AATE003450";"KI421893";3130985;3132663;"AGAP010559";"3L";6373291;6374918
"528";"AALB010213";"3R";10234994;10236666;-1;"AATE004110";"KI421893";3613475;3640238;"AGAP010542";"3L";5903068;5937510
"529";"AALB007519";"3R";32270102;32270829;1;"AATE016034";"KI421894";5301157;5303203;"AGAP004799";"2L";3720848;3721878
"530";"AALB003775";"3R";601276;613150;1;"AATE000219";"KI421887";7656371;7661660;"AGAP011954";"3L";35511025;35517105
"531";"AALB010348";"3R";12491782;12493782;-1;"AATE003097";"KI421901";4084721;4086658;"AGAP012268";"3L";39606318;39607313
"532";"AALB010703";"3R";17930913;17934152;1;"AATE013316";"KI421887";3397627;3412811;"AGAP010782";"3L";10284200;10296516
"533";"AALB006991";"3R";24748868;24750052;-1;"AATE002448";"KI421910";375555;378183;"AGAP010959";"3L";13834975;13836678
"534";"AALB003983";"3R";22235532;22259270;1;"AATE008832";"KI421909";469510;471149;"AGAP010469";"3L";4025803;4027867
"535";"AALB003792";"3R";833721;834161;-1;"AATE009733";"KI421887";7388635;7389066;"AGAP012380";"3L";41351107;41351538
"536";"AALB003695";"3R";34637377;34641574;-1;"AATE012894";"KI421900";32178;36785;"AGAP004750";"2L";3041661;3052055
"537";"AALB003990";"3R";22147882;22164715;-1;"AATE009565";"KI421909";393718;416285;"AGAP010473";"3L";4044239;4143720
"538";"AALB010681";"3R";17714288;17714847;-1;"AATE014760";"KI421887";3614911;3616085;"AGAP010799";"3L";10565764;10566630
"539";"AALB006960";"3R";24244873;24296782;-1;"AATE015861";"KI421910";831235;864729;"AGAP010884";"3L";12419441;12470984
"540";"AALB009987";"3R";5989317;5990383;1;"AATE012742";"KI421887";7067641;7069435;"AGAP011415";"3L";24038267;24039058
"541";"AALB003864";"3R";2503999;2513213;-1;"AATE007458";"KI421887";4361635;4366049;"AGAP011587";"3L";28441308;28443152
"542";"AALB003692";"3R";34561867;34562855;-1;"AATE010358";"KI421886";3810530;3812001;"AGAP004960";"2L";7195880;7197257
"543";"AALB003974";"3R";22307963;22310067;1;"AATE020649";"KI421893";4717752;4721439;"AGAP012119";"3L";37834518;37836446
"544";"AALB009971";"3R";5751242;5751814;1;"AATE003922";"KI421899";3028679;3029230;"AGAP012341";"3L";40776393;40776911
"545";"AALB004004";"3R";21971703;21973036;-1;"AATE013701";"KI421909";314890;316355;"AGAP010898";"3L";12778219;12779188
"546";"AALB010097";"3R";7729143;7734931;-1;"AATE005839";"KI421893";7154568;7158695;"AGAP011573";"3L";27990683;27996090
"547";"AALB009869";"3R";3994514;3995713;-1;"AATE000638";"KI421902";1418159;1419181;"AGAP010919";"3L";12968728;12969795
"548";"AALB010744";"3R";18502295;18509352;-1;"AATE004604";"KI421893";5844914;5851692;"AGAP011094";"3L";16546924;16569914
"549";"AALB007007";"3R";24974256;24985286;-1;"AATE018492";"KI421925";190194;204645;"AGAP010342";"3L";1807945;1815119
"550";"AALB010784";"3R";19362904;19363699;-1;"AATE000886";"KI421893";1117596;1118782;"AGAP011140";"3L";17838382;17839563
"551";"AALB010698";"3R";17882636;17891630;1;"AATE007234";"KI421887";3448006;3458803;"AGAP010788";"3L";10359660;10389853
"552";"AALB008507";"3R";23330153;23334979;-1;"AATE013626";"KI421887";2843902;2856375;"AGAP011476";"3L";25026924;25029981
"553";"AALB008473";"3R";23836867;23845732;-1;"AATE017145";"KI421903";529687;534988;"AGAP028138";"3L";22031182;22036247
"554";"AALB007403";"3R";27274462;27279245;1;"AATE013851";"KI421902";208301;219550;"AGAP028072";"3L";20813488;20819605
"555";"AALB003751";"3R";398342;399270;1;"AATE001728";"KI421887";7916920;7917840;"AGAP011921";"3L";35139279;35140163
"556";"AALB003991";"3R";22133620;22137995;-1;"AATE003139";"KI421909";381665;389145;"AGAP010474";"3L";4164168;4170962
"557";"AALB010041";"3R";6907640;6911765;1;"AATE009259";"KI421899";590291;592962;"AGAP011506";"3L";25745946;25746610
"558";"AALB010253";"3R";10699685;10703420;-1;"AATE019271";"KI421887";8841918;8850097;"AGAP028418";"3L";33804121;33815241
"559";"AALB010396";"3R";12879859;12880071;1;"AATE021685";"KI421901";3333042;3334828;"AGAP010589";"3L";6555590;6556590
"560";"AALB014401";"3R";21254975;21257352;-1;"AATE008428";"KI421893";4804773;4819853;"AGAP012127";"3L";37918083;37928011
"561";"AALB010267";"3R";10850563;10852727;-1;"AATE006865";"KI421887";9003117;9021350;"AGAP028416";"3L";33571530;33572387
"562";"AALB003745";"3R";295286;296844;-1;"AATE021049";"KI421887";8066253;8067675;"AGAP011915";"3L";34950515;34951938
"563";"AALB004035";"3R";21394319;21397960;-1;"AATE017378";"KI421893";4971615;4974995;"AGAP011121";"3L";17359521;17364790
"564";"AALB010708";"3R";18020425;18020991;1;"AATE013385";"KI421887";3316657;3318972;"AGAP010776";"3L";10179756;10181847
"565";"AALB010651";"3R";17146943;17152054;-1;"AATE000632";"KI421893";4309566;4314001;"AGAP011393";"3L";23469138;23472110
"566";"AALB003694";"3R";34587145;34588939;1;"AATE000831";"KI421900";27455;29467;"AGAP004749";"2L";3038604;3040277
"567";"AALB010058";"3R";7187385;7189443;1;"AATE000823";"KI421893";6719171;6721245;"AGAP011721";"3L";32330668;32331839
"568";"AALB010238";"3R";10566897;10572714;1;"AATE012265";"KI421893";3179477;3180340;"AGAP010564";"3L";6420501;6421385
"569";"AALB010066";"3R";7350782;7356335;1;"AATE015297";"KI421929";211945;214933;"AGAP012287";"3L";39785364;39787000
"570";"AALB009777";"3R";2877795;2880592;1;"AATE017800";"KI421901";2808177;2810425;"AGAP012040";"3L";36831032;36833145
"571";"AALB007501";"3R";32507546;32511540;-1;"AATE012647";"KI421931";247345;249800;"AGAP004737";"2L";2970597;2972774
"572";"AALB007413";"3R";27164890;27166537;-1;"AATE018920";"KI421902";319360;320824;"AGAP011298";"3L";20688570;20689982
"573";"AALB010515";"3R";15102209;15105013;-1;"AATE013121";"KI422078";10410;15215;"AGAP011796";"3L";33305046;33311689
"574";"AALB009930";"3R";5185804;5195482;1;"AATE021146";"KI421893";2476542;2478058;"AGAP010987";"3L";14487668;14496490
"575";"AALB006966";"3R";24326888;24329432;1;"AATE001011";"KI421910";798409;801282;"AGAP010877";"3L";12378835;12380905
"576";"AALB010844";"3R";20348164;20351708;-1;"AATE018834";"KI421887";1847354;1871832;"AGAP010817";"3L";11244116;11260285
"577";"AALB009946";"3R";5350678;5356088;1;"AATE009836";"KI421893";2679361;2685868;"AGAP011984";"3L";35870317;35872354
"578";"AALB010427";"3R";13520240;13523050;1;"AATE012743";"KI421899";3605347;3607951;"AGAP012362";"3L";41102339;41104438
"579";"AALB004070";"3R";21032477;21040957;1;"AATE003222";"KI421893";7604865;7616426;"AGAP027998";"3L";28374393;28382241
"580";"AALB007623";"3R";30020603;30021373;1;"AATE009039";"KI421919";305361;309490;"AGAP000304";"X";5401645;5405666
"581";"AALB010808";"3R";19806394;19819045;1;"AATE010984";"KI421901";2410513;2429186;"AGAP012163";"3L";38221546;38236220
"582";"AALB010000";"3R";6120323;6126043;1;"AATE011610";"KI421887";7163107;7168684;"AGAP012079";"3L";37456703;37459665
"583";"AALB007603";"3R";29559600;29564477;1;"AATE013762";"KI421913";410761;423480;"AGAP010438";"3L";3575181;3579456
"584";"AALB010752";"3R";18873496;18880212;-1;"AATE013422";"KI421893";5423544;5427050;"AGAP011101";"3L";16940178;16940970
"585";"AALB003868";"3R";2539393;2555286;-1;"AATE007918";"KI421887";4323907;4328889;"AGAP011583";"3L";28389678;28400190
"586";"AALB010719";"3R";18115692;18118967;-1;"AATE017724";"KI421887";3209579;3217122;"AGAP010757";"3L";9872823;9875474
"587";"AALB001247";"3R";31681313;31684928;-1;"AATE003551";"KI421917";213877;219807;"AGAP010358";"3L";2169245;2174963
"588";"AALB010326";"3R";12006885;12008577;1;"AATE001688";"KI421887";6589867;6592966;"AGAP011689";"3L";31405360;31407051
"589";"AALB010754";"3R";18920773;18923778;1;"AATE010625";"KI421893";5373924;5383034;"AGAP011104";"3L";16990272;16991898
"590";"AALB010260";"3R";10747884;10749434;1;"AATE008531";"KI421887";8894983;8896992;"AGAP011817";"3L";33740581;33742078
"591";"AALB007516";"3R";32348316;32353765;1;"AATE007454";"KI421894";5420924;5437083;"AGAP004795";"2L";3614688;3630472
"592";"AALB008496";"3R";23401452;23408957;1;"AATE001275";"KI421893";6124279;6132034;"AGAP011710";"3L";31734023;31738388
"593";"AALB010617";"3R";16704888;16713567;1;"AATE006444";"KI421901";2102185;2116763;"AGAP012189";"3L";38539822;38542689
"594";"AALB010494";"3R";14713449;14715198;1;"AATE004343";"KI421901";383320;385376;"AGAP028546";"3L";40409782;40411509
"595";"AALB008489";"3R";23687030;23688838;-1;"AATE016556";"AXCP01008783";2809;4575;"AGAP012288";"3L";39796413;39798179
"596";"AALB003975";"3R";22291942;22298821;1;"AATE008950";"KI421909";537010;548505;"AGAP010462";"3L";3935917;3944131
"597";"AALB003860";"3R";2262852;2263940;1;"AATE010809";"KI421887";4644661;4663255;"AGAP011600";"3L";28866469;28871229
"598";"AALB010309";"3R";11887028;11888058;-1;"AATE013246";"KI421887";6457716;6462912;"AGAP011670";"3L";31255062;31256183
"599";"AALB007427";"3R";27071862;27075361;-1;"AATE002625";"KI421902";441261;445027;"AGAP011285";"3L";20558678;20562010
"600";"AALB003773";"3R";586889;592009;-1;"AATE015322";"KI421887";7675464;7680837;"AGAP011947";"3L";35478598;35482503
"601";"AALB007470";"3R";32852941;32868270;-1;"AATE014604";"KI421900";181310;199976;"AGAP004766";"2L";3163010;3178079
"602";"AALB006957";"3R";24235186;24236729;-1;"AATE002502";"KI421909";628722;634018;"AGAP010454";"3L";3872854;3874264
"603";"AALB009828";"3R";3423528;3425920;-1;"AATE008405";"KI421902";2278012;2281361;"AGAP010734";"3L";9047718;9071148
"604";"AALB007417";"3R";27124946;27125341;1;"AATE016755";"KI421902";370785;371583;"AGAP011294";"3L";20627828;20628236
"605";"AALB009913";"3R";4510111;4511016;1;"AATE008179";"KI421912";451341;455982;"AGAP009984";"3R";47238183;47239232
"606";"AALB004037";"3R";21363535;21371917;1;"AATE000564";"KI421893";4947299;4952274;"AGAP011122";"3L";17385395;17392239
"607";"AALB003780";"3R";659238;668630;-1;"AATE000860";"KI421887";7592576;7597056;"AGAP012365";"3L";41122567;41126580
"608";"AALB010827";"3R";19981662;19983695;1;"AATE013483";"KI421887";9230567;9232578;"AGAP011771";"3L";33114048;33115954
"609";"AALB010385";"3R";12741727;12761550;-1;"AATE013643";"KI421887";8802594;8807035;"AGAP011827";"3L";33865917;33868703
"610";"AALB010632";"3R";16839803;16843664;-1;"AATE002456";"KI421901";1899593;1903468;"AGAP010851";"3L";12012686;12016397
"611";"AALB008499";"3R";23385520;23392612;-1;"AATE001046";"KI421887";2915790;2920464;"AGAP011463";"3L";24962298;24968706
"612";"AALB010636";"3R";16897628;16903653;1;"AATE003039";"KI421901";1816765;1824534;"AGAP028615";"3L";12102865;12108449
"613";"AALB009765";"3R";2765302;2767036;1;"AATE019901";"KI421901";2976306;2979167;"AGAP028174";"3L";36671218;36673293
"614";"AALB007466";"3R";32955844;32961888;-1;"AATE011237";"KI421900";492980;506423;"AGAP004775";"2L";3401014;3447379
"615";"AALB010276";"3R";10996669;11002438;1;"AATE008080";"KI421899";1491565;1498607;"AGAP011062";"3L";15825999;15828447
"616";"AALB015729";"3R";26224915;26227871;1;"AATE006421";"KI421893";1103107;1106475;"AGAP011142";"3L";17851295;17857514
"617";"AALB010825";"3R";19951040;19955976;1;"AATE008802";"KI421887";9257985;9262813;"AGAP011769";"3L";33071041;33075723
"618";"AALB010280";"3R";11189203;11190713;1;"AATE005557";"KI421899";1737502;1740979;"AGAP011064";"3L";16136984;16138407
"619";"AALB009975";"3R";5793412;5799174;-1;"AATE003792";"KI421899";3076975;3087272;"AGAP012345";"3L";40814209;40819052
"620";"AALB010559";"3R";15475273;15483963;-1;"AATE018481";"KI421887";3623896;3632640;"AGAP010801";"3L";10585956;10595000
"621";"AALB003758";"3R";453682;454427;-1;"AATE012218";"KI421898";1172488;1173345;"AGAP002220";"2R";17703704;17704495
"622";"AALB007594";"3R";29147750;29150901;1;"AATE016993";"KI421913";96285;99799;"AGAP010432";"3L";3302403;3304596
"623";"AALB010819";"3R";19889824;19892268;-1;"AATE017976";"KI421887";9319804;9322053;"AGAP011762";"3L";32979374;32980417
"624";"AALB003777";"3R";623425;630022;-1;"AATE018004";"KI421887";7632333;7647635;"AGAP011956";"3L";35532317;35545428
"625";"AALB010789";"3R";19466269;19469612;1;"AATE004602";"KI421901";1321940;1329368;"AGAP012209";"3L";38794083;38797802
"626";"AALB010202";"3R";9970766;9977652;1;"AATE010533";"KI421893";3927588;3937641;"AGAP010516";"3L";5568814;5580440
"627";"AALB007622";"3R";29973848;29980694;-1;"AATE018103";"KI421909";166892;178379;"AGAP028616";"3L";12601084;12612703
"628";"AALB007027";"3R";25296079;25297078;-1;"AATE009411";"KI421893";157259;160113;"AGAP028515";"3L";18759367;18760426
"629";"AALB009840";"3R";3555875;3559139;1;"AATE017171";"KI421902";1973977;1976588;"AGAP010489";"3L";4997901;4998953
"630";"AALB007098";"3R";26596727;26598933;-1;"AATE002586";"KI421901";2596580;2601706;"AGAP011732";"3L";32625388;32628255
"631";"AALB010072";"3R";7407557;7409764;1;"AATE012210";"KI421929";136475;138729;"AGAP012279";"3L";39723546;39725365
"632";"AALB003956";"3R";22570514;22577840;-1;"AATE001741";"KI421901";1568077;1576547;"AGAP011386";"3L";23244242;23271343
"633";"AALB010424";"3R";13496343;13506957;1;"AATE020311";"KI421899";3579150;3582700;"AGAP012357";"3L";41071146;41074028
"634";"AALB010401";"3R";12895243;12896266;1;"AATE018953";"KI421901";3358227;3359894;"AGAP010595";"3L";6577198;6578219
"635";"AALB010331";"3R";12105386;12105935;-1;"AATE021131";"KI421887";6680112;6703781;"AGAP011436";"3L";24622515;24643789
"636";"AALB010655";"3R";17292418;17293956;-1;"AATE005140";"KI421893";2694131;2705611;"AGAP011985";"3L";35881138;35889962
"637";"AALB010820";"3R";19894778;19911768;1;"AATE010677";"KI421887";9313990;9317533;"AGAP011763";"3L";32989585;32990865
"638";"AALB007567";"3R";28701208;28703053;-1;"AATE015943";"KI421909";652082;655805;"AGAP010421";"3L";3018539;3020428
"639";"AALB010644";"3R";17050454;17057840;-1;"AATE019929";"KI421901";1607977;1623751;"AGAP010870";"3L";12291110;12305468
"640";"AALB010592";"3R";16275262;16275825;1;"AATE004054";"KI421887";1007837;1008730;"AGAP011243";"3L";19979156;19979798
"641";"AALB010694";"3R";17845962;17848690;1;"AATE003937";"KI421887";3488518;3491356;"AGAP010791";"3L";10408895;10411286
"642";"AALB010581";"3R";15859571;15869884;1;"AATE000367";"KI421887";494379;497432;"AGAP011217";"3L";19453878;19464665
"643";"AALB009961";"3R";5583959;5586921;1;"AATE021159";"KI421899";2766391;2787817;"AGAP012225";"3L";39125062;39127133
